"Name","Runtime","perception_loss","predict_only","use_prior","prune","N","nrm_loss","percept_loss","train_accuracy","test_accuracy","test_accuracy_prior","test_digit_accuracy","test_explain_accuracy","test_time","train_accuracy_prior","train_digit_accuracy","train_explain_accuracy","epoch_time"
"peach-sweep-35","8016","log-q","","","false","6","2.0943962450950377","0.6225833912049571","0.9939516129032258","0.918632075471698","0.9198113207547168","0.9931210819280372","0.9930228107380416","6.952233076095581","0.9939516129032258","0.999495969664666","0.999495969664666","72.8910129070282"
"sparkling-sweep-33","8648","log-q","true","","false","6","6.873681114565942","0.4106887973123981","0.9939516129032258","0.9033018867924528","0.9044811320754716","0.991352212878893","0","7.594464302062988","0.9939516129032258","0.999495969664666","0","79.41461706161499"
"solar-sweep-38","8323","log-q","false","","true","6","2.1321006821047876","0.6991825699806213","0.9838709677419356","0.8820754716981132","0.8856132075471698","0.9893868093220692","0.988993727935935","6.971891164779663","0.9838709677419356","0.998655919105776","0.998655919105776","72.63449287414551"
"elated-sweep-35","12100","log-q","false","","false","6","339.55636006016886","0.4949900863632079","0.9899193548387096","0.8856132075471698","0.8879716981132075","0.9893868070728374","0.914996085301885","11.079904794692991","0.9899193548387096","0.998823929217554","0.9243951785948968","108.61542177200316"
"good-sweep-36","8513","log-q","false","","true","6","2.1237252066212315","0.6451957937209837","0.9939516129032258","0.8962264150943396","0.9009433962264152","0.9909591371158384","0.9905660546050882","8.716885089874268","0.9919354838709676","0.999327959552888","0.999495969664666","76.06968545913696"
"brisk-sweep-31","5197","log-q","true","","false","6","6.831584222855106","0.360680281154571","0.997983870967742","0.9044811320754716","0.9080188679245284","0.9917452953896432","0","3.751004695892334","0.997983870967742","0.999831989888222","0","43.611727476119995"
"skilled-sweep-32","9382","log-q","true","","false","6","6.848153221991755","0.41742773017575663","0.9879032258064516","0.8773584905660378","0.875","0.9888954567459396","0","7.623481512069702","0.9899193548387096","0.99915994944111","0","88.13729619979858"
"dashing-sweep-35","8492","log-q","false","","true","6","2.191128976883427","0.6759994779863665","0.9919354838709676","0.9033018867924528","0.9033018867924528","0.9909591348666064","0.9908608648012268","6.971986532211304","0.9919354838709676","0.999327959552888","0.999327959552888","73.04042339324951"
"neat-sweep-62","4933","log-q","true","false","false","6","5.178980519694667","6.243844063051285","0.12096774193548387","0.001179245283018868","0.003537735849056604","0.4921383784627015","0","5.8929290771484375","0.10685483870967742","0.5030242108529613","0","44.17496061325073"
"quiet-sweep-35","8360","log-q","","","true","6","2.0683658546017063","0.6299982686196605","0.995967741935484","0.9245283018867924","0.9233490566037736","0.992924541797278","0.9930228118626576","7.0724937915802","0.995967741935484","0.999663979776444","0.999663979776444","73.7334349155426"
"bumbling-sweep-37","8323","log-q","false","","true","6","2.1599673609579764","0.6413271850155245","0.9939516129032258","0.8950471698113207","0.8974056603773585","0.9909591359912224","0.9907625958604632","7.888853311538696","0.9939516129032258","0.999495969664666","0.999495969664666","81.27404546737671"
"neat-sweep-34","7871","log-q","","","false","6","338.684076124622","0.45088978063675667","0.995967741935484","0.8903301886792453","0.8926886792452831","0.9900747020289584","0.91470127960421","9.735463857650757","0.995967741935484","0.999327959552888","0.926411311472616","87.2947313785553"
"sunny-sweep-65","8635","log-q","true","false","false","6","3.706274417138869","4.641925957895094","0.3064516129032258","0.07665094339622641","0.11202830188679246","0.8492531630228151","0","7.438959360122681","0.3125","0.8613911501822933","0","78.34407329559326"
"olive-sweep-32","8332","log-q","","","true","6","2.1514527913062804","0.643453549954199","0.9919354838709676","0.8879716981132075","0.8915094339622641","0.9900747009043424","0.989681618393592","8.718872547149658","0.9919354838709676","0.998991939329332","0.998991939329332","75.0723729133606"
"hopeful-sweep-33","8726","log-q","true","","false","6","6.848210396305207","0.3781197609439973","0.995967741935484","0.8926886792452831","0.8962264150943396","0.9903695099758651","0","7.641535997390747","0.997983870967742","0.99915994944111","0","79.7088737487793"
"kind-sweep-63","4945","log-q","true","false","false","6","5.023017437227311","5.645600380436067","0.15120967741935484","0.014150943396226415","0.01061320754716981","0.684944990670906","0","3.787620782852173","0.16129032258064516","0.6997648016099007","0","43.29680418968201"
"hearty-sweep-68","8313","log-q","true","false","false","6","0.24887265096749028","0.23972140429841896","0.9818548387096774","0.6191037735849056","0.8738207547169812","0.9884041019205776","0","7.490910053253174","0.9879032258064516","0.9986559171830456","0","75.12537837028503"
"scarlet-sweep-31","8016","log-q","","","true","6","2.2329997785629763","0.6419489133742547","0.9939516129032258","0.8879716981132075","0.8891509433962265","0.9897798862097398","0.9896816172689762","7.873150587081909","0.9939516129032258","0.999495969664666","0.999495969664666","74.37245059013367"
